title,price,manufacturer,category,fuel_type,fiscal_horsepower,transmission,mileage,year,insertion_date,age,price_per_km,price_per_horsepower
Mercedes-Benz Classe A A200 AMG TOIT OUVRANT,149000.0,Mercedes,Compact,Petrol,8.0,Automatic,29000.0,2020,2024-02-26,4,5.137931034482759,18625.0
Audi TT SLINE QUATTRO S-TRPNIC,120000.0,Audi,Coupe,Petrol,13.0,Automatic,36000.0,2017,2024-02-26,7,3.3333333333333335,9230.76923076923
KIA Sorento,48000.0,KIA,City,Diesel,12.0,Automatic,316000.0,2013,2024-02-26,11,0.1518987341772152,4000.0
MG GS,58000.0,MG,City,Petrol,9.0,Automatic,160000.0,2017,2024-02-26,7,0.3625,6444.444444444444
Citroën Jumper,39900.0,Citroën,Utility,Diesel,7.0,Manual,119000.0,2018,2024-02-26,6,0.3352941176470588,5700.0
Porsche Cayenne,180000.0,Porsche,City,Petrol,30.0,Automatic,229000.0,2012,2024-02-26,12,0.7860262008733624,6000.0
KIA Sorento 4x4 Toit Panoramique,74900.0,KIA,SUV,Diesel,12.0,Automatic,163000.0,2014,2024-02-26,10,0.45950920245398774,6241.666666666667
Mitsubishi Pajero,44000.0,Mitsubishi,SUV,Diesel,12.0,Automatic,316000.0,2001,2024-02-26,23,0.13924050632911392,3666.6666666666665
Ssangyong Kyron,38000.0,Ssangyong,SUV,Diesel,9.0,Manual,232000.0,2012,2024-02-26,12,0.16379310344827586,4222.222222222223
BMW Série 5,225000.0,BMW,Sedan,Petrol,10.0,Automatic,30000.0,2019,2024-02-26,5,7.5,22500.0
Mazda 3,58500.0,Mazda,City,Petrol,6.0,Manual,135000.0,2017,2024-02-26,7,0.43333333333333335,9750.0
BMW Série 3,56500.0,BMW,Sedan,Petrol,7.0,Automatic,231000.0,2012,2024-02-26,12,0.24458874458874458,8071.428571428572
Mahindra Scorpio SUV,34000.0,Mahindra,City,Diesel,8.0,Manual,258000.0,2013,2024-02-26,11,0.13178294573643412,4250.0
DFSK K01,18900.0,DFSK,Utility,Petrol,6.0,Manual,69000.0,2018,2024-02-26,6,0.27391304347826084,3150.0
Volkswagen Golf 7,81000.0,Volkswagen,City,Petrol,6.0,Manual,87000.0,2019,2024-02-26,5,0.9310344827586207,13500.0
Audi A1,33000.0,Audi,City,Petrol,5.0,Manual,200000.0,2012,2024-02-26,12,0.165,6600.0
Audi A3 Berline,70000.0,Audi,Sedan,Petrol,6.0,Automatic,200000.0,2015,2024-02-26,9,0.35,11666.666666666666
Volkswagen Passat,66900.0,Volkswagen,Sedan,Petrol,7.0,Manual,124000.0,2016,2024-02-26,8,0.5395161290322581,9557.142857142857
Porsche Cayenne,69000.0,Porsche,City,Petrol,21.0,Automatic,191000.0,2007,2024-02-26,17,0.3612565445026178,3285.714285714286
Mahindra KUV 100,34000.0,Mahindra,City,Petrol,5.0,Manual,76000.0,2020,2024-02-26,4,0.4473684210526316,6800.0
MG ZS,80000.0,MG,City,Petrol,7.0,Automatic,30000.0,2022,2024-02-26,2,2.6666666666666665,11428.57142857143
Ford Focus sedan,26500.0,Ford,Sedan,Petrol,6.0,Manual,198000.0,2012,2024-02-26,12,0.13383838383838384,4416.666666666667
Volkswagen Golf 7,49500.0,Volkswagen,City,Petrol,5.0,Manual,201000.0,2015,2024-02-26,9,0.2462686567164179,9900.0
Nissan Qashqai,69500.0,Nissan,City,Petrol,6.0,Automatic,121000.0,2015,2024-02-26,9,0.5743801652892562,11583.333333333334
BMW Série 5 G30,205000.0,BMW,Sedan,Petrol,10.0,Automatic,65000.0,2020,2024-02-26,4,3.1538461538461537,20500.0
Mazda 3,82500.0,Mazda,Coupe,Petrol,7.0,Automatic,64000.0,2020,2024-02-26,4,1.2890625,11785.714285714286
Seat Ibiza 4 cv,46500.0,Seat,Sedan,Petrol,4.0,Manual,55000.0,2019,2024-02-24,5,0.8454545454545455,11625.0
BMW Série 4 Coupé M power,95000.0,BMW,Coupe,Petrol,10.0,Automatic,125000.0,2015,2024-02-24,9,0.76,9500.0
Audi A4 Bonne,35500.0,Audi,Sedan,Diesel,7.0,Manual,224000.0,2007,2024-02-24,17,0.15848214285714285,5071.428571428572
Renault Clio ZEN,49500.0,Renault,City,Petrol,5.0,Manual,83000.0,2019,2024-02-25,5,0.5963855421686747,9900.0
KIA Sportage gt line,84000.0,KIA,SUV,Diesel,10.0,Automatic,276000.0,2018,2024-02-25,6,0.30434782608695654,8400.0
Seat Ibiza,38000.0,Seat,City,Petrol,4.0,Manual,160000.0,2018,2024-02-25,6,0.2375,9500.0
BMW X3,49000.0,BMW,SUV,Diesel,10.0,Automatic,214995.0,2012,2024-02-25,12,0.22791227702969835,4900.0
KIA Picanto,38500.0,KIA,City,Petrol,4.0,Manual,65000.0,2022,2024-02-25,2,0.5923076923076923,9625.0
Volkswagen Tiguan R line,128000.0,Volkswagen,SUV,Petrol,8.0,Automatic,160000.0,2018,2024-02-26,6,0.8,16000.0
BMW Série 4 Gran Coupé Kit m avec Toit ouvrant,98000.0,BMW,Sedan,Petrol,7.0,Automatic,122000.0,2017,2024-02-26,7,0.8032786885245902,14000.0
Audi Q5 quattro tdi,265000.0,Audi,SUV,Diesel,9.0,Automatic,39000.0,2021,2024-02-26,3,6.794871794871795,29444.444444444445
Hyundai Tucson,110000.0,Hyundai,SUV,Petrol,8.0,Automatic,11000.0,2021,2024-02-24,3,10.0,13750.0
Porsche Macan S,225000.0,Porsche,SUV,Petrol,23.0,Automatic,121000.0,2015,2024-02-24,9,1.859504132231405,9782.608695652174
BMW Série 4 Coupé Kit M,109000.0,BMW,Coupe,Petrol,10.0,Automatic,155000.0,2015,2024-02-24,9,0.7032258064516129,10900.0
Peugeot 2008 Allure,47000.0,Peugeot,SUV,Petrol,5.0,Manual,137600.0,2016,2024-02-24,8,0.34156976744186046,9400.0
Volkswagen Golf 7,98000.0,Volkswagen,Compact,Petrol,8.0,Manual,88000.0,2018,2024-02-24,6,1.1136363636363635,12250.0
Porsche Cayenne,180000.0,Porsche,SUV,Petrol,21.0,Automatic,122000.0,2014,2024-02-24,10,1.4754098360655739,8571.42857142857
Mercedes-Benz Classe C kit AMG,115000.0,Mercedes,Sedan,Diesel,9.0,Automatic,150000.0,2014,2024-02-24,10,0.7666666666666667,12777.777777777777
Seat Ibiza,52000.0,Seat,City,Petrol,4.0,Manual,110000.0,2020,2024-02-25,4,0.4727272727272727,13000.0
Peugeot 308,45500.0,Peugeot,City,Petrol,6.0,Manual,98000.0,2019,2024-02-25,5,0.4642857142857143,7583.333333333333
Renault Clio,42000.0,Renault,City,Petrol,5.0,Manual,80000.0,2020,2024-02-25,4,0.525,8400.0
Ssangyong Tivoli,55000.0,Ssangyong,Sedan,Petrol,7.0,Manual,100000.0,2019,2024-02-25,5,0.55,7857.142857142857
BMW X1,39000.0,BMW,SUV,Diesel,12.0,Automatic,152000.0,2011,2024-02-25,13,0.2565789473684211,3250.0
Toyota Prado GX,109000.0,Toyota,SUV,Diesel,11.0,Manual,335000.0,2006,2024-02-25,18,0.3253731343283582,9909.09090909091
Land Rover Range Rover V8 4.2 SUPERCHARGED,189000.0,Land Rover,SUV,Petrol,32.0,Automatic,55000.0,201,2024-02-25,1823,3.4363636363636365,5906.25
Renault Megane Sedan,70000.0,Renault,Sedan,Petrol,7.0,Manual,36000.0,2019,2024-02-26,5,1.9444444444444444,10000.0
Volkswagen T-Cross Confortline,75000.0,Volkswagen,SUV,Petrol,6.0,Manual,3000.0,2024,2024-02-26,0,25.0,12500.0
Volkswagen Golf 6 TEAM,39000.0,Volkswagen,City,Petrol,5.0,Manual,229000.0,2012,2024-02-26,12,0.1703056768558952,7800.0
Audi A4 Cabriolet,56500.0,Audi,Convertible,Petrol,10.0,Automatic,63000.0,2007,2024-02-26,17,0.8968253968253969,5650.0
Jaguar XF 15cv 2.0l,139000.0,Jaguar,Sedan,Petrol,15.0,Automatic,25000.0,2016,2024-02-26,8,5.56,9266.666666666666
Volkswagen Golf 7,55000.0,Volkswagen,City,Petrol,5.0,Manual,158000.0,2014,2024-02-26,10,0.34810126582278483,11000.0
Ford Fiesta,37500.0,Ford,City,Petrol,4.0,Manual,76000.0,2018,2024-02-21,6,0.4934210526315789,9375.0
Hyundai i20,67000.0,Hyundai,City,Petrol,5.0,Automatic,36000.0,2022,2024-02-21,2,1.8611111111111112,13400.0
Haval H6 Très propre,101460.0,Haval,SUV,Petrol,9.0,Automatic,61000.0,2021,2024-02-21,3,1.6632786885245903,11273.333333333334
Mercedes-Benz Classe E Avant-garde,63000.0,Mercedes,Sedan,Petrol,11.0,Automatic,188000.0,2011,2024-02-21,13,0.3351063829787234,5727.272727272727
Audi A4,75000.0,Audi,Sedan,Petrol,8.0,Automatic,250000.0,2017,2024-02-21,7,0.3,9375.0
Mercedes-Benz Classe C C 200,28000.0,Mercedes,Sedan,Petrol,11.0,Manual,330000.0,2003,2024-02-21,21,0.08484848484848485,2545.4545454545455
BMW Série 2 Gran Coupé M sport,145000.0,BMW,Sedan,Petrol,8.0,Automatic,45000.0,2023,2024-02-21,1,3.2222222222222223,18125.0
Peugeot 2008 Puretech,36900.0,Peugeot,SUV,Petrol,5.0,Manual,141000.0,2016,2024-02-21,8,0.26170212765957446,7380.0
Hyundai i20,41500.0,Hyundai,Sedan,Petrol,5.0,Manual,150000.0,2020,2024-02-21,4,0.27666666666666667,8300.0
Hyundai i10,35000.0,Hyundai,Sedan,Petrol,5.0,Manual,169000.0,2020,2024-02-21,4,0.20710059171597633,7000.0
Mini Countryman,46000.0,Mini,Sedan,Petrol,7.0,Manual,105390.0,2011,2024-02-21,13,0.4364740487712307,6571.428571428572
Hyundai i10 km 50000,30500.0,Hyundai,Compact,Petrol,4.0,Manual,50000.0,2017,2024-02-21,7,0.61,7625.0
Audi A6,39000.0,Audi,Sedan,Petrol,10.0,Automatic,213000.0,2011,2024-02-26,13,0.18309859154929578,3900.0
Peugeot 508,33900.0,Peugeot,Sedan,Petrol,9.0,Manual,187000.0,2012,2024-02-26,12,0.18128342245989304,3766.6666666666665
BMW Série 1,28500.0,BMW,City,Petrol,7.0,Manual,307000.0,2005,2024-02-26,19,0.09283387622149837,4071.4285714285716
Haval H6,85000.0,Haval,SUV,Petrol,9.0,Automatic,79000.0,2021,2024-02-26,3,1.0759493670886076,9444.444444444445
Chery QQ,23900.0,Chery,City,Petrol,4.0,Manual,108000.0,2018,2024-02-26,6,0.2212962962962963,5975.0
Volkswagen Tiguan,65000.0,Volkswagen,SUV,Diesel,9.0,Automatic,158000.0,2014,2024-02-26,10,0.41139240506329117,7222.222222222223
Wallyscar Iris,38000.0,Wallyscar,SUV,Petrol,4.0,Manual,39000.0,2018,2024-02-26,6,0.9743589743589743,9500.0
Haval H6,76000.0,Haval,SUV,Petrol,9.0,Automatic,53000.0,2019,2024-02-26,5,1.4339622641509433,8444.444444444445
Chery QQ,23900.0,Chery,City,Petrol,4.0,Manual,72000.0,2019,2024-02-26,5,0.33194444444444443,5975.0
Peugeot 2008,47900.0,Peugeot,SUV,Petrol,5.0,Manual,139000.0,2018,2024-02-26,6,0.3446043165467626,9580.0
BMW Série 1,30900.0,BMW,City,Petrol,7.0,Manual,266000.0,2008,2024-02-26,16,0.11616541353383458,4414.285714285715
Haval H6,65000.0,Haval,SUV,Petrol,9.0,Automatic,100000.0,2017,2024-02-26,7,0.65,7222.222222222223
Opel Insignia,59500.0,Opel,Sedan,Petrol,6.0,Manual,63000.0,2017,2024-02-26,7,0.9444444444444444,9916.666666666666
Ssangyong Korando Dune,120000.0,Ssangyong,City,Diesel,8.0,Automatic,22000.0,2022,2024-02-26,2,5.454545454545454,15000.0
Ford F 250 V8,75500.0,Ford,Pickup,Diesel,24.0,Automatic,90000.0,2005,2024-02-26,19,0.8388888888888889,3145.8333333333335
Alfa Romeo Mito,27500.0,Alfa Romeo,City,Petrol,6.0,Manual,165000.0,2012,2024-02-26,12,0.16666666666666666,4583.333333333333
MG HS,171950.0,MG,City,Petrol,15.0,Automatic,18000.0,2022,2024-02-26,2,9.552777777777777,11463.333333333334
Ford Focus sedan,38000.0,Ford,Sedan,Petrol,6.0,Manual,167000.0,2016,2024-02-26,8,0.2275449101796407,6333.333333333333
Mercedes-Benz Classe C,49900.0,Mercedes,Sedan,Petrol,9.0,Automatic,216000.0,2008,2024-02-26,16,0.2310185185185185,5544.444444444444
Jaguar XF R-SPORT,149000.0,Jaguar,Sedan,Petrol,15.0,Automatic,83000.0,2016,2024-02-26,8,1.7951807228915662,9933.333333333334
Volkswagen Golf 7,69000.0,Volkswagen,City,Petrol,6.0,Automatic,138000.0,2018,2024-02-26,6,0.5,11500.0
BMW Série 5 F10,79900.0,BMW,Sedan,Petrol,10.0,Automatic,153000.0,2012,2024-02-26,12,0.5222222222222223,7990.0
Mercedes-Benz Classe A,88000.0,Mercedes,City,Petrol,6.0,Automatic,146000.0,2017,2024-02-26,7,0.6027397260273972,14666.666666666666
Mercedes-Benz Classe S,42000.0,Mercedes,Sedan,Diesel,17.0,Automatic,249000.0,2002,2024-02-26,22,0.1686746987951807,2470.5882352941176
KIA Rio 5p GTLINE essence تسجيل أول,65000.0,KIA,Compact,Petrol,5.0,Manual,66000.0,2022,2024-02-24,2,0.9848484848484849,13000.0
KIA Rio 5p,51000.0,KIA,Sedan,Petrol,6.0,Manual,74000.0,2021,2024-02-24,3,0.6891891891891891,8500.0
Mercedes-Benz Classe E,75000.0,Mercedes,Sedan,Petrol,12.0,Automatic,107000.0,2012,2024-02-21,12,0.7009345794392523,6250.0
Citroën C-Elysée,28000.0,Citroën,Sedan,Petrol,5.0,Manual,126000.0,2018,2024-02-21,6,0.2222222222222222,5600.0
Land Rover Discovery Sport,200000.0,Land Rover,SUV,Diesel,8.0,Automatic,58000.0,2019,2024-02-21,5,3.4482758620689653,25000.0
BMW Série 3 Modern,57500.0,BMW,Sedan,Petrol,7.0,Automatic,209000.0,2013,2024-02-21,11,0.2751196172248804,8214.285714285714
Mazda 3,57000.0,Mazda,City,Petrol,6.0,Manual,148000.0,2017,2024-02-26,7,0.38513513513513514,9500.0
Renault Koleos,98000.0,Renault,City,Diesel,7.0,Manual,96000.0,2017,2024-02-26,7,1.0208333333333333,14000.0
Mazda 3 sedan,41000.0,Mazda,Sedan,Petrol,6.0,Manual,141000.0,2015,2024-02-26,9,0.2907801418439716,6833.333333333333
KIA Sportage,77000.0,KIA,City,Petrol,8.0,Automatic,138000.0,2016,2024-02-26,8,0.5579710144927537,9625.0
KIA Sportage,84000.0,KIA,City,Petrol,8.0,Automatic,124000.0,2017,2024-02-26,7,0.6774193548387096,10500.0
Peugeot 308 cc,36000.0,Peugeot,Convertible,Petrol,9.0,Manual,198000.0,2012,2024-02-26,12,0.18181818181818182,4000.0
Audi A6,42500.0,Audi,Sedan,Petrol,11.0,Automatic,269000.0,201,2024-02-26,1823,0.1579925650557621,3863.6363636363635
Ssangyong Kyron,42000.0,Ssangyong,City,Diesel,9.0,Manual,258000.0,2013,2024-02-26,11,0.16279069767441862,4666.666666666667
Mazda 3 sedan,55000.0,Mazda,City,Petrol,6.0,Manual,111000.0,2018,2024-02-26,6,0.4954954954954955,9166.666666666666
Volkswagen Passat TDI,42000.0,Volkswagen,Sedan,Diesel,5.0,Manual,227000.0,2011,2024-02-26,13,0.18502202643171806,8400.0
Dacia Logan,14500.0,Dacia,Utility,Diesel,6.0,Manual,330000.0,2012,2024-02-26,12,0.04393939393939394,2416.6666666666665
Mercedes-Benz Classe C C180,128000.0,Mercedes,Sedan,Petrol,9.0,Automatic,143000.0,2018,2024-02-26,6,0.8951048951048951,14222.222222222223
Volkswagen Passat B8,44000.0,Volkswagen,Sedan,Petrol,8.0,Manual,295000.0,2014,2024-01-30,10,0.14915254237288136,5500.0
Renault Symbol,29000.0,Renault,Other,Petrol,5.0,Manual,235000.0,2014,2024-01-31,10,0.12340425531914893,5800.0
Renault Clio,35000.0,Renault,Compact,Petrol,5.0,Manual,165000.0,2016,2024-01-31,8,0.21212121212121213,7000.0
Honda City,43000.0,Honda,Sedan,Petrol,7.0,Automatic,79700.0,2017,2024-01-31,7,0.5395232120451694,6142.857142857143
Mazda BT-50 Pro 4*4,68000.0,Mazda,Pickup,Diesel,9.0,Manual,180000.0,2018,2024-01-31,6,0.37777777777777777,7555.555555555556
Cupra Formentor,170000.0,Cupra,City,Petrol,11.0,Automatic,27000.0,2022,2024-01-31,2,6.296296296296297,15454.545454545454
Chery Arrizo 5,28500.0,Chery,Sedan,Petrol,7.0,Manual,140000.0,2018,2024-01-31,6,0.20357142857142857,4071.4285714285716
Mercedes-Benz Classe C 180 kit AMG,124000.0,Mercedes,Sedan,Petrol,8.0,Automatic,100000.0,2016,2024-01-31,8,1.24,15500.0
Haval H6 Luxury,85000.0,Haval,SUV,Petrol,9.0,Automatic,68800.0,2019,2024-01-31,5,1.2354651162790697,9444.444444444445
Citroën C3 Puretech,42000.0,Citroën,City,Petrol,4.0,Manual,62000.0,2017,2024-01-31,7,0.6774193548387096,10500.0
Fiat Tipo Berline,45000.0,Fiat,Sedan,Petrol,6.0,Manual,110000.0,2020,2024-01-31,4,0.4090909090909091,7500.0
Peugeot 2008,56000.0,Peugeot,Compact,Petrol,5.0,Manual,36000.0,2017,2024-01-31,7,1.5555555555555556,11200.0
Ssangyong Tivoli,56000.0,Ssangyong,Other,Petrol,8.0,Automatic,66500.0,2017,2024-01-30,7,0.8421052631578947,7000.0
Mercedes-Benz GLE Coupé AMG,590000.0,Mercedes,SUV,Diesel,12.0,Automatic,101000.0,2024,2024-01-30,0,5.841584158415841,49166.666666666664
Mercedes-Benz GLK,62000.0,Mercedes,SUV,Diesel,15.0,Automatic,299000.0,2009,2024-02-26,15,0.20735785953177258,4133.333333333333
Volkswagen Amarok,192000.0,Volkswagen,Pickup,Diesel,10.0,Automatic,57000.0,2022,2024-02-26,2,3.3684210526315788,19200.0
BMW Z3,92000.0,BMW,Convertible,Petrol,8.0,Manual,150000.0,2001,2024-01-30,23,0.6133333333333333,11500.0
Toyota Land Cruiser,65000.0,Toyota,SUV,Diesel,10.0,Manual,334000.0,1985,2024-02-26,39,0.19461077844311378,6500.0
Seat Ateca,105000.0,Seat,SUV,Petrol,8.0,Automatic,36000.0,2021,2024-02-26,3,2.9166666666666665,13125.0
Volkswagen Golf 7,65000.0,Volkswagen,City,Petrol,6.0,Automatic,71000.0,2019,2024-02-26,5,0.9154929577464789,10833.333333333334
Volkswagen Golf 8,109000.0,Volkswagen,City,Petrol,6.0,Manual,13000.0,2020,2024-02-26,4,8.384615384615385,18166.666666666668
Haval H6,85000.0,Haval,SUV,Petrol,9.0,Automatic,45000.0,2020,2024-02-26,4,1.8888888888888888,9444.444444444445
Chevrolet Aveo,21000.0,Chevrolet,Other,Petrol,6.0,Manual,200000.0,2007,2024-01-30,17,0.105,3500.0
Fiat Fiorino,22000.0,Fiat,Utility,Diesel,5.0,Manual,197000.0,2017,2024-02-26,7,0.1116751269035533,4400.0
Renault Symbol,39900.0,Renault,Sedan,Petrol,5.0,Manual,74000.0,2021,2024-02-26,3,0.5391891891891892,7980.0
Alfa Romeo Giulietta,52000.0,Alfa Romeo,City,Petrol,7.0,Manual,100000.0,2018,2024-02-26,6,0.52,7428.571428571428
Haval H6,79000.0,Haval,SUV,Petrol,9.0,Automatic,105000.0,2019,2024-02-26,5,0.7523809523809524,8777.777777777777
Mercedes-Benz Classe C C180 AMG,120000.0,Mercedes,Sedan,Petrol,8.0,Automatic,150000.0,2016,2024-01-30,8,0.8,15000.0
Mercedes-Benz Classe C,62000.0,Mercedes,Compact,Petrol,9.0,Manual,129000.0,201,2024-01-30,1823,0.4806201550387597,6888.888888888889
Toyota RAV 4 Hybride Gris Silver,129000.0,Toyota,SUV,Hybrid Petrol,9.0,Automatic,119000.0,2020,2024-01-30,4,1.084033613445378,14333.333333333334
Mercedes-Benz Classe E coupé 2.0L,49500.0,Mercedes,Coupe,Petrol,12.0,Automatic,190000.0,2009,2024-02-26,15,0.26052631578947366,4125.0
Dacia Logan,20000.0,Dacia,City,Hybrid Petrol,5.0,Manual,210000.0,201,2024-01-30,1823,0.09523809523809523,4000.0
Volkswagen Golf 7 Lounge,58000.0,Volkswagen,City,Petrol,5.0,Manual,113000.0,2015,2024-02-20,9,0.5132743362831859,11600.0
Audi A4,48000.0,Audi,Sedan,Petrol,7.0,Manual,173000.0,2012,2024-02-20,12,0.2774566473988439,6857.142857142857
Mercedes-Benz CLA 180 Amg,170000.0,Mercedes,Sedan,Petrol,7.0,Automatic,42000.0,2020,2024-02-20,4,4.0476190476190474,24285.714285714286
Audi A4 S-LINE,37000.0,Audi,Sedan,Petrol,7.0,Manual,168000.0,2011,2024-02-21,13,0.22023809523809523,5285.714285714285
Peugeot 308 GT-Line ALLURE GT EAT8 130 CV,89000.0,Peugeot,SUV,Petrol,7.0,Automatic,119000.0,2019,2024-02-21,5,0.7478991596638656,12714.285714285714
BMW Série 4 Gran Coupé,190000.0,BMW,Sedan,Petrol,21.0,Automatic,63000.0,2020,2024-01-30,4,3.015873015873016,9047.619047619048
Fiat Fiorino,25000.0,Fiat,City,Diesel,5.0,Manual,135000.0,2017,2024-02-21,7,0.18518518518518517,5000.0
Mercedes-Benz Classe S 350,125000.0,Mercedes,Sedan,Petrol,19.0,Automatic,130000.0,2012,2024-01-30,12,0.9615384615384616,6578.9473684210525
Chevrolet Sonic,24500.0,Chevrolet,City,Petrol,5.0,Manual,100123.0,2016,2024-02-21,8,0.24469902020514767,4900.0
Fiat Doblo,25000.0,Fiat,Sedan,Diesel,5.0,Manual,200000.0,2019,2024-02-21,5,0.125,5000.0
Seat Ibiza FR Plus,79000.0,Seat,Sedan,Petrol,6.0,Automatic,14000.0,2023,2024-01-30,1,5.642857142857143,13166.666666666666
Peugeot 207,28000.0,Peugeot,City,Petrol,5.0,Manual,94910.0,2011,2024-02-20,13,0.2950163312611948,5600.0
Ford Focus Première Main,35000.0,Ford,Sedan,Petrol,7.0,Manual,185000.0,2014,2024-02-20,10,0.1891891891891892,5000.0
Audi A4,29500.0,Audi,Other,Petrol,6.0,Manual,210000.0,2009,2024-02-20,15,0.14047619047619048,4916.666666666667
Hyundai Grand Santa Fe,135000.0,Hyundai,SUV,Diesel,12.0,Automatic,100000.0,2018,2024-02-13,6,1.35,11250.0
Tata Xenon X2 Double Cabine 4x2,34500.0,TATA,Pickup,Diesel,7.0,Manual,70800.0,2020,2024-02-13,4,0.4872881355932203,4928.571428571428
Chevrolet Aveo Ls,22000.0,Chevrolet,Sedan,Petrol,5.0,Manual,220000.0,2013,2024-02-13,11,0.1,4400.0
Dacia Dokker Van Dokker,29000.0,Dacia,Utility,Diesel,6.0,Manual,158000.0,2018,2024-02-13,6,0.18354430379746836,4833.333333333333
Dacia Sandero Stepway,36000.0,Dacia,Sedan,Petrol,5.0,Manual,149000.0,2014,2024-02-13,10,0.24161073825503357,7200.0
Mercedes-Benz Classe A 180,54000.0,Mercedes,Sedan,Petrol,7.0,Manual,188000.0,2013,2024-02-13,11,0.2872340425531915,7714.285714285715
Renault Kadjar,60000.0,Renault,SUV,Petrol,7.0,Manual,116000.0,2017,2024-02-14,7,0.5172413793103449,8571.42857142857
BMW Série 4 Coupé,119000.0,BMW,Coupe,Petrol,7.0,Automatic,93000.0,2019,2024-02-14,5,1.2795698924731183,17000.0
BMW Série 4 Gran Coupé,109000.0,BMW,Sedan,Petrol,7.0,Automatic,82000.0,2016,2024-02-14,8,1.329268292682927,15571.42857142857
Hyundai Grand i10 Comme neuf,34800.0,Hyundai,Compact,Petrol,5.0,Automatic,110000.0,2016,2024-02-14,8,0.31636363636363635,6960.0
Seat Ibiza xcellence,45900.0,Seat,City,Petrol,4.0,Manual,90000.0,2021,2024-02-14,3,0.51,11475.0
Mazda CX-5 SKYACTIV AWD,55000.0,Mazda,SUV,Petrol,9.0,Automatic,160000.0,2014,2024-02-14,10,0.34375,6111.111111111111
Mazda CX-5,78000.0,Mazda,SUV,Petrol,9.0,Automatic,100000.0,2016,2024-02-20,8,0.78,8666.666666666666
MG GS 2.0L,54000.0,MG,SUV,Petrol,13.0,Automatic,58000.0,2017,2024-02-20,7,0.9310344827586207,4153.846153846154
KIA Picanto BOITE AUTO,32500.0,KIA,Coupe,Petrol,5.0,Automatic,140000.0,2013,2024-02-20,11,0.23214285714285715,6500.0
Ford Ecosport Titanium,82500.0,Ford,SUV,Petrol,7.0,Manual,5000.0,2023,2024-02-20,1,16.5,11785.714285714286
MG GS,65000.0,MG,SUV,Petrol,9.0,Automatic,100000.0,2018,2024-02-20,6,0.65,7222.222222222223
KIA Rio 5p SX,62800.0,KIA,Compact,Petrol,5.0,Manual,36500.0,2021,2024-02-20,3,1.7205479452054795,12560.0
KIA Picanto,48000.0,KIA,Other,Petrol,5.0,Automatic,57000.0,2019,2024-02-20,5,0.8421052631578947,9600.0
Peugeot 2008,50000.0,Peugeot,SUV,Petrol,5.0,Manual,50000.0,2020,2024-02-20,4,1.0,10000.0
Fiat 500,42000.0,Fiat,City,Petrol,4.0,Automatic,67000.0,2017,2024-02-20,7,0.6268656716417911,10500.0
Citroën C4 excelente,34000.0,Citroën,Compact,Petrol,6.0,Manual,160000.0,2012,2024-02-20,12,0.2125,5666.666666666667
Volkswagen Golf 8,95000.0,Volkswagen,Compact,Petrol,6.0,Manual,30000.0,2021,2024-02-20,3,3.1666666666666665,15833.333333333334
BMW Série 3,72000.0,BMW,Sedan,Petrol,7.0,Automatic,135000.0,2015,2024-02-20,9,0.5333333333333333,10285.714285714286
Toyota Yaris 2018,35000.0,Toyota,Compact,Petrol,4.0,Manual,102000.0,2018,2024-02-10,6,0.3431372549019608,8750.0
Peugeot 206,14000.0,Peugeot,City,Diesel,5.0,Manual,250000.0,2003,2024-02-10,21,0.056,2800.0
Jeep Grand Cherokee LIMITED,350000.0,Jeep,SUV,Petrol,20.0,Automatic,20000.0,2019,2024-02-10,5,17.5,17500.0
Citroën C-Elysée,24000.0,Citroën,Sedan,Petrol,5.0,Manual,178000.0,2016,2024-02-10,8,0.1348314606741573,4800.0
BMW Série 3 F30 316i,86200.0,BMW,Sedan,Petrol,7.0,Automatic,150000.0,2013,2024-02-10,11,0.5746666666666667,12314.285714285714
Peugeot 3008,75000.0,Peugeot,SUV,Petrol,7.0,Automatic,170000.0,2020,2024-02-10,4,0.4411764705882353,10714.285714285714
Volkswagen Golf 7 2.0 TDI GTD,95000.0,Volkswagen,Sedan,Diesel,10.0,Automatic,150000.0,2016,2024-02-10,8,0.6333333333333333,9500.0
Volkswagen Golf 6,45000.0,Volkswagen,City,Diesel,5.0,Manual,200000.0,201,2024-02-10,1823,0.225,9000.0
Haval Jolion toute option,89500.0,Haval,SUV,Petrol,9.0,Automatic,29000.0,2023,2024-02-10,1,3.086206896551724,9944.444444444445
Ford Fiesta,26000.0,Ford,City,Petrol,5.0,Manual,130000.0,2014,2024-02-10,10,0.2,5200.0
Peugeot 3008 GT,130000.0,Peugeot,SUV,Petrol,9.0,Automatic,30000.0,2022,2024-02-10,2,4.333333333333333,14444.444444444445
BMW Série 5,138000.0,BMW,Other,Petrol,10.0,Automatic,138000.0,2018,2024-02-12,6,1.0,13800.0
Ssangyong Tivoli,75000.0,Ssangyong,SUV,Petrol,6.0,Manual,56000.0,2022,2024-02-12,2,1.3392857142857142,12500.0
Opel Astra 120ème anniversaire de Opel,59500.0,Opel,Compact,Petrol,6.0,Manual,81000.0,2019,2024-02-12,5,0.7345679012345679,9916.666666666666
Mercedes-Benz Classe C 1.6,57500.0,Mercedes,City,Diesel,7.0,Manual,137000.0,2013,2024-02-12,11,0.4197080291970803,8214.285714285714
