title,price,manufacturer,category,fuel_type,fiscal_horsepower,transmission,mileage,year,insertion_date,age,price_per_km,price_per_horsepower
Porsche Panamera,185000.0,Porsche,Sedan,Petrol,20.0,Automatic,80000.0,2012,2024-02-26,12,2.3125,9250.0
Volkswagen Golf 7 GTI,130000.0,Volkswagen,Compact,Petrol,13.0,Automatic,69000.0,2017,2024-02-26,7,1.8840579710144927,10000.0
Porsche Cayenne Coupé,440000.0,Porsche,SUV,Petrol,25.0,Automatic,79000.0,2020,2024-02-26,4,5.569620253164557,17600.0
Porsche Cayenne,530000.0,Porsche,Sedan,Petrol,23.0,Automatic,4700.0,2022,2024-02-26,2,112.76595744680851,23043.478260869564
Nissan Qashqai,63000.0,Nissan,SUV,Petrol,6.0,Automatic,97000.0,2016,2024-02-26,8,0.6494845360824743,10500.0
Citroën DS3,28500.0,Citroën,City,Petrol,5.0,Manual,187000.0,2013,2024-02-26,11,0.15240641711229946,5700.0
Dacia Dokker Van,30000.0,Dacia,Utility,Diesel,6.0,Manual,128000.0,2018,2024-02-26,6,0.234375,5000.0
Seat Arona,72000.0,Seat,SUV,Petrol,6.0,Automatic,91000.0,2020,2024-02-26,4,0.7912087912087912,12000.0
KIA Sportage,151000.0,KIA,SUV,Petrol,10.0,Automatic,3000.0,2022,2024-02-26,2,50.333333333333336,15100.0
Land Rover Range Rover Velar R-DYNAMIC,270000.0,Land Rover,SUV,Diesel,11.0,Automatic,103000.0,2020,2024-02-26,4,2.621359223300971,24545.454545454544
BMW Série 3 Luxury,62500.0,BMW,Sedan,Petrol,7.0,Automatic,170000.0,2013,2024-02-26,11,0.36764705882352944,8928.57142857143
Mercedes-Benz GLC AMG,229000.0,Mercedes,SUV,Hybrid Petrol,12.0,Automatic,70000.0,2019,2024-02-26,5,3.2714285714285714,19083.333333333332
KIA Sportage gt-line AWD,110000.0,KIA,SUV,Petrol,11.0,Automatic,70000.0,2020,2024-02-26,4,1.5714285714285714,10000.0
Volkswagen Tiguan confortline,138000.0,Volkswagen,SUV,Petrol,8.0,Automatic,33000.0,2020,2024-02-26,4,4.181818181818182,17250.0
KIA Sportage GDI,80000.0,KIA,SUV,Petrol,8.0,Automatic,220000.0,2018,2024-02-24,6,0.36363636363636365,10000.0
Audi A3 Sportback,55000.0,Audi,Other,Petrol,10.0,Manual,150000.0,2015,2024-02-24,9,0.36666666666666664,5500.0
BMW Série 7,145000.0,BMW,Other,Petrol,23.0,Automatic,126000.0,201,2024-02-24,1823,1.1507936507936507,6304.347826086957
Mini 3 portes,57000.0,Mini,Other,Petrol,5.0,Manual,90000.0,2015,2024-02-24,9,0.6333333333333333,11400.0
Mitsubishi L200 Simple Cabine,100000.0,Mitsubishi,Other,Petrol,10.0,Manual,49000.0,2020,2024-02-24,4,2.0408163265306123,10000.0
Lada 4x4,55000.0,Lada,Other,Petrol,7.0,Manual,55000.0,2020,2024-02-24,4,1.0,7857.142857142857
Jeep Compass,127000.0,Jeep,Other,Petrol,8.0,Manual,36000.0,2021,2024-02-24,3,3.5277777777777777,15875.0
Land Rover Defender 110,75000.0,Land Rover,Other,Diesel,8.0,Manual,190000.0,2006,2024-02-24,18,0.39473684210526316,9375.0
Mercedes-Benz GLA AMG,189000.0,Mercedes,SUV,Hybrid Petrol,6.0,Automatic,52000.0,2020,2024-02-26,4,3.6346153846153846,31500.0
Volkswagen Jetta,48000.0,Volkswagen,Other,Petrol,8.0,Manual,140000.0,2013,2024-02-24,11,0.34285714285714286,6000.0
BMW Série 5,60000.0,BMW,Other,Petrol,11.0,Manual,143000.0,2007,2024-02-24,17,0.4195804195804196,5454.545454545455
Peugeot 207,34000.0,Peugeot,Other,Petrol,6.0,Automatic,75000.0,201,2024-02-24,1823,0.4533333333333333,5666.666666666667
Land Rover Range Rover Evoque,125000.0,Land Rover,Other,Diesel,11.0,Automatic,180000.0,2012,2024-02-24,12,0.6944444444444444,11363.636363636364
BMW Série 3 KIT M performance,245000.0,BMW,Sedan,Petrol,10.0,Automatic,28000.0,2020,2024-02-26,4,8.75,24500.0
Seat Ibiza,47900.0,Seat,Coupe,Petrol,4.0,Manual,98000.0,2021,2024-02-26,3,0.4887755102040816,11975.0
Audi RS Q3,440000.0,Audi,SUV,Petrol,29.0,Automatic,30000.0,2022,2024-02-26,2,14.666666666666666,15172.413793103447
Land Rover Range Rover Velar P250,385000.0,Land Rover,SUV,Petrol,15.0,Automatic,2000.0,2023,2024-02-26,1,192.5,25666.666666666668
Haval H6 9cv,77000.0,Haval,SUV,Petrol,9.0,Automatic,108000.0,2019,2024-02-26,5,0.7129629629629629,8555.555555555555
Seat Leon FR,112000.0,Seat,Sedan,Petrol,8.0,Automatic,6500.0,2023,2024-02-26,1,17.23076923076923,14000.0
Land Rover Range Rover Sport,130000.0,Land Rover,Other,Diesel,13.0,Automatic,174000.0,2008,2024-02-24,16,0.7471264367816092,10000.0
BMW Série 4 Gran Coupé ///M PERFORMANCE LIMITED EDITION,149000.0,BMW,Coupe,Petrol,10.0,Automatic,119000.0,2016,2024-02-26,8,1.2521008403361344,14900.0
Land Rover Discovery Sport,145000.0,Land Rover,SUV,Petrol,15.0,Automatic,115000.0,2014,2024-02-26,10,1.2608695652173914,9666.666666666666
Land Rover Range Rover Sport autobiography P400e,445000.0,Land Rover,SUV,Hybrid Petrol,17.0,Automatic,40000.0,2020,2024-02-26,4,11.125,26176.470588235294
Peugeot 208,31500.0,Peugeot,City,Petrol,4.0,Manual,109000.0,2019,2024-02-26,5,0.2889908256880734,7875.0
Volkswagen Passat,109000.0,Volkswagen,Sedan,Petrol,7.0,Manual,63000.0,2018,2024-02-26,6,1.7301587301587302,15571.42857142857
BMW Série 4 Coupé,86000.0,BMW,Coupe,Petrol,10.0,Automatic,151000.0,2014,2024-02-26,10,0.5695364238410596,8600.0
KIA Rio 5p,67500.0,KIA,City,Petrol,5.0,Manual,27000.0,2022,2024-02-26,2,2.5,13500.0
Porsche Cayenne,78000.0,Porsche,SUV,Petrol,30.0,Automatic,212000.0,2009,2024-02-26,15,0.36792452830188677,2600.0
Volkswagen T-roc,91500.0,Volkswagen,SUV,Petrol,6.0,Manual,52000.0,2020,2024-02-26,4,1.7596153846153846,15250.0
KIA Rio 5p,67000.0,KIA,City,Petrol,5.0,Manual,68000.0,2021,2024-02-26,3,0.9852941176470589,13400.0
Volkswagen Golf 7,59000.0,Volkswagen,City,Petrol,6.0,Automatic,178000.0,2019,2024-02-26,5,0.33146067415730335,9833.333333333334
Volkswagen Golf 7,52000.0,Volkswagen,City,Petrol,5.0,Manual,191000.0,2015,2024-02-26,9,0.27225130890052357,10400.0
Mercedes-Benz GLA 250e kit AMG,195000.0,Mercedes,SUV,Hybrid Petrol,6.0,Automatic,46000.0,2021,2024-02-23,3,4.239130434782608,32500.0
Nissan Navara toute option,55000.0,Nissan,SUV,Diesel,8.0,Manual,248000.0,201,2024-02-23,1823,0.2217741935483871,6875.0
Porsche Cayenne e-hybrid,480000.0,Porsche,SUV,Hybrid Petrol,21.0,Automatic,19000.0,2022,2024-02-23,2,25.263157894736842,22857.14285714286
Mercedes-Benz GLA 250𝙚 Hybrid,195000.0,Mercedes,Other,Hybrid Petrol,11.0,Automatic,13000.0,2021,2024-02-23,3,15.0,17727.272727272728
Mercedes-Benz Classe C coupé C180 Kit Amg,138000.0,Mercedes,Coupe,Petrol,8.0,Automatic,122000.0,2016,2024-02-23,8,1.1311475409836065,17250.0
Nissan Qashqai toute option,147000.0,Nissan,SUV,Hybrid Petrol,6.0,Automatic,22000.0,2022,2024-02-23,2,6.681818181818182,24500.0
Nissan Juke N-DESIGN,95000.0,Nissan,SUV,Petrol,6.0,Automatic,40000.0,2021,2024-02-23,3,2.375,15833.333333333334
KIA Sportage,98500.0,KIA,SUV,Diesel,7.0,Automatic,118000.0,2019,2024-02-23,5,0.8347457627118644,14071.42857142857
BMW Série 3 cabriolet,78000.0,BMW,Coupe,Petrol,9.0,Automatic,111000.0,2013,2024-02-23,11,0.7027027027027027,8666.666666666666
Ssangyong Tivoli 4 cylindres,59000.0,Ssangyong,SUV,Petrol,7.0,Automatic,38000.0,2015,2024-02-23,9,1.5526315789473684,8428.57142857143
Audi A4,23000.0,Audi,Sedan,Diesel,7.0,Manual,600000.0,1999,2024-02-23,25,0.03833333333333333,3285.714285714286
Seat Ibiza FR,68000.0,Seat,City,Petrol,6.0,Manual,107000.0,2020,2024-02-23,4,0.6355140186915887,11333.333333333334
Volkswagen Golf 7 Join Importée Tn240,83500.0,Volkswagen,City,Petrol,5.0,Manual,63000.0,2019,2024-02-26,5,1.3253968253968254,16700.0
Chevrolet Aveo,22500.0,Chevrolet,Sedan,Petrol,5.0,Manual,228000.0,2011,2024-02-26,13,0.09868421052631579,4500.0
Mazda 2 Exclusive,43000.0,Mazda,City,Petrol,6.0,Automatic,135000.0,2016,2024-02-26,8,0.31851851851851853,7166.666666666667
KIA Sportage GT LINE 2L DIESEL,129900.0,KIA,SUV,Hybrid Diesel,11.0,Automatic,45000.0,2019,2024-02-26,5,2.8866666666666667,11809.09090909091
KIA Sportage GT LINE 2L DIESEL,134500.0,KIA,SUV,Hybrid Diesel,11.0,Automatic,45000.0,2019,2024-02-26,5,2.988888888888889,12227.272727272728
KIA Sportage GT LINE 2L DIESEL,136000.0,KIA,SUV,Hybrid Diesel,11.0,Automatic,65000.0,2020,2024-02-26,4,2.0923076923076924,12363.636363636364
KIA Picanto Gt line,47000.0,KIA,City,Petrol,5.0,Automatic,55000.0,2018,2024-02-26,6,0.8545454545454545,9400.0
Alfa Romeo Mito,55000.0,Alfa Romeo,Coupe,Petrol,5.0,Manual,42000.0,2019,2024-02-26,5,1.3095238095238095,11000.0
Ford Fiesta Titanium,33000.0,Ford,Compact,Petrol,5.0,Manual,212000.0,2014,2024-02-26,10,0.15566037735849056,6600.0
KIA Sportage,98000.0,KIA,SUV,Diesel,10.0,Automatic,162000.0,2016,2024-02-26,8,0.6049382716049383,9800.0
Seat Leon,39000.0,Seat,City,Petrol,5.0,Manual,177000.0,2014,2024-02-26,10,0.22033898305084745,7800.0
Nissan Navara,49500.0,Nissan,Pickup,Diesel,10.0,Manual,257000.0,2013,2024-02-26,11,0.1926070038910506,4950.0
BMW Série 5,88500.0,BMW,Sedan,Petrol,10.0,Manual,183000.0,2015,2024-02-26,9,0.48360655737704916,8850.0
Hyundai Grand i10,72500.0,Hyundai,City,Petrol,5.0,Automatic,25000.0,2022,2024-02-26,2,2.9,14500.0
Audi Q7,60000.0,Audi,SUV,Diesel,16.0,Automatic,249000.0,2006,2024-02-26,18,0.24096385542168675,3750.0
Ford Fiesta,36900.0,Ford,City,Petrol,5.0,Manual,97000.0,2017,2024-02-26,7,0.3804123711340206,7380.0
Volkswagen Tiguan,145000.0,Volkswagen,SUV,Petrol,9.0,Automatic,54000.0,2021,2024-02-26,3,2.685185185185185,16111.111111111111
Mahindra KUV 100,36900.0,Mahindra,SUV,Petrol,5.0,Manual,53000.0,2021,2024-02-26,3,0.6962264150943396,7380.0
Ford Ranger,55000.0,Ford,Pickup,Diesel,7.0,Manual,248000.0,2014,2024-02-26,10,0.2217741935483871,7857.142857142857
Hyundai Tucson,168000.0,Hyundai,SUV,Hybrid Diesel,7.0,Automatic,28000.0,2021,2024-02-26,3,6.0,24000.0
Peugeot 208,45500.0,Peugeot,City,Diesel,4.0,Manual,136000.0,2018,2024-02-26,6,0.33455882352941174,11375.0
Dacia Dokker Van,35000.0,Dacia,Utility,Diesel,6.0,Manual,69000.0,2018,2024-02-26,6,0.5072463768115942,5833.333333333333
Suzuki Vitara,67000.0,Suzuki,SUV,Petrol,6.0,Manual,53000.0,2018,2024-02-26,6,1.2641509433962264,11166.666666666666
Nissan Micra,33500.0,Nissan,City,Petrol,5.0,Manual,123000.0,2019,2024-02-26,5,0.27235772357723576,6700.0
Hyundai Tucson Hybride,168000.0,Hyundai,SUV,Diesel,7.0,Automatic,28000.0,2021,2024-02-26,3,6.0,24000.0
Audi A4,47500.0,Audi,Sedan,Petrol,7.0,Automatic,146000.0,2013,2024-02-26,11,0.3253424657534247,6785.714285714285
Peugeot Partner,63555.0,Peugeot,Utility,Diesel,5.0,Manual,37000.0,2023,2024-02-26,1,1.7177027027027028,12711.0
Volkswagen Golf 8,109500.0,Volkswagen,City,Petrol,6.0,Manual,20000.0,2021,2024-02-26,3,5.475,18250.0
Renault Kadjar,78000.0,Renault,SUV,Petrol,7.0,Automatic,85000.0,2021,2024-02-26,3,0.9176470588235294,11142.857142857143
Peugeot 208,30500.0,Peugeot,City,Petrol,5.0,Manual,97000.0,2016,2024-02-26,8,0.31443298969072164,6100.0
Mercedes-Benz ML,45000.0,Mercedes,SUV,Diesel,15.0,Automatic,266000.0,2006,2024-02-26,18,0.16917293233082706,3000.0
KIA Sportage,85000.0,KIA,SUV,Petrol,8.0,Automatic,101000.0,2018,2024-02-26,6,0.8415841584158416,10625.0
Mercedes-Benz Classe A 250e AMG,168000.0,Mercedes,Compact,Hybrid Petrol,6.0,Automatic,46000.0,2021,2024-02-23,3,3.652173913043478,28000.0
Land Rover Range Rover Sport P400e,340000.0,Land Rover,SUV,Hybrid Petrol,17.0,Automatic,80000.0,2020,2024-02-23,4,4.25,20000.0
MG 6 toute option,83500.0,MG,Sedan,Petrol,9.0,Automatic,30000.0,2022,2024-02-23,2,2.783333333333333,9277.777777777777
Porsche Panamera toute option,168000.0,Porsche,Sedan,Petrol,20.0,Automatic,54000.0,2011,2024-02-23,13,3.111111111111111,8400.0
Volkswagen Golf 7 CUP,57000.0,Volkswagen,Compact,Diesel,5.0,Manual,233000.0,2015,2024-02-23,9,0.2446351931330472,11400.0
BMW Série 4 Gran Coupé KIT M,118000.0,BMW,Coupe,Petrol,7.0,Automatic,84000.0,2017,2024-02-23,7,1.4047619047619047,16857.14285714286
Land Rover Discovery Sport toute option,153000.0,Land Rover,SUV,Diesel,16.0,Automatic,103000.0,2014,2024-02-23,10,1.4854368932038835,9562.5
Audi Q3,103000.0,Audi,Other,Petrol,8.0,Automatic,66000.0,2017,2024-02-23,7,1.5606060606060606,12875.0
Mercedes-Benz CLA 180,148000.0,Mercedes,Other,Petrol,7.0,Automatic,70000.0,2019,2024-02-23,5,2.1142857142857143,21142.85714285714
BMW Série 3 318i,79000.0,BMW,Other,Petrol,7.0,Automatic,130000.0,2016,2024-02-23,8,0.6076923076923076,11285.714285714286
Mercedes-Benz Classe C 180,98000.0,Mercedes,Sedan,Petrol,8.0,Automatic,185000.0,2016,2024-02-23,8,0.5297297297297298,12250.0
Mercedes-Benz Classe C 200 Kit AMG,248000.0,Mercedes,Sedan,Hybrid Petrol,12.0,Automatic,15000.0,2022,2024-02-23,2,16.533333333333335,20666.666666666668
Volkswagen Golf 6,38000.0,Volkswagen,City,Petrol,7.0,Automatic,158000.0,2011,2024-02-26,13,0.24050632911392406,5428.571428571428
Mercedes-Benz Classe E,83500.0,Mercedes,Sedan,Diesel,7.0,Automatic,225000.0,2013,2024-02-26,11,0.3711111111111111,11928.57142857143
Toyota Aygo,32900.0,Toyota,City,Petrol,4.0,Manual,90000.0,2017,2024-02-26,7,0.3655555555555556,8225.0
Land Rover Range Rover Sport,340000.0,Land Rover,SUV,Petrol,17.0,Automatic,82000.0,2019,2024-02-26,5,4.146341463414634,20000.0
Mazda BT-50,62000.0,Mazda,Pickup,Diesel,9.0,Manual,203000.0,2014,2024-02-26,10,0.3054187192118227,6888.888888888889
Haval H6,85000.0,Haval,SUV,Petrol,9.0,Automatic,52000.0,2020,2024-02-26,4,1.6346153846153846,9444.444444444445
Foton Forland,64000.0,Foton,Other,Diesel,10.0,Manual,35000.0,2016,2024-02-26,8,1.8285714285714285,6400.0
BMW Série 3 318i Luxury package,85000.0,BMW,City,Petrol,7.0,Automatic,170000.0,2017,2024-02-26,7,0.5,12142.857142857143
Mercedes-Benz Classe C Pack AMG,205000.0,Mercedes,Sedan,Hybrid Petrol,9.0,Automatic,40000.0,2022,2024-02-26,2,5.125,22777.777777777777
KIA Sportage GT-line Hybride,119000.0,KIA,SUV,Diesel,6.0,Automatic,120000.0,2021,2024-02-26,3,0.9916666666666667,19833.333333333332
KIA Sportage GT_LINE,119000.0,KIA,SUV,Hybrid Diesel,6.0,Automatic,120000.0,2021,2024-02-26,3,0.9916666666666667,19833.333333333332
Volkswagen Polo 8 Ambition,50000.0,Volkswagen,City,Petrol,4.0,Manual,70000.0,2021,2024-02-26,3,0.7142857142857143,12500.0
Mercedes-Benz Classe C coupé Kit Amg Pack night,179000.0,Mercedes,Coupe,Petrol,9.0,Automatic,40000.0,2019,2024-02-26,5,4.475,19888.88888888889
Peugeot 2008 GT_LINE,92000.0,Peugeot,SUV,Petrol,7.0,Manual,30000.0,2021,2024-02-26,3,3.066666666666667,13142.857142857143
Audi Q2,93000.0,Audi,SUV,Petrol,8.0,Automatic,30000.0,2019,2024-02-26,5,3.1,11625.0
Hyundai Grand i10,53000.0,Hyundai,City,Petrol,5.0,Manual,30000.0,2022,2024-02-26,2,1.7666666666666666,10600.0
Seat Leon FR,122800.0,Seat,City,Petrol,8.0,Automatic,70000.0,2022,2024-02-26,2,1.7542857142857142,15350.0
Hyundai Kona,79000.0,Hyundai,SUV,Hybrid Petrol,6.0,Manual,30000.0,2021,2024-02-26,3,2.6333333333333333,13166.666666666666
Volkswagen Golf 5 Tout option,31500.0,Volkswagen,Sedan,Diesel,6.0,Manual,206000.0,2005,2024-02-23,19,0.1529126213592233,5250.0
Tata Xenon X2 Simple Cabine Comme neuf,31000.0,TATA,Utility,Diesel,7.0,Manual,64000.0,2017,2024-02-23,7,0.484375,4428.571428571428
Peugeot 508,39200.0,Peugeot,Sedan,Petrol,7.0,Automatic,230000.0,2014,2024-02-23,10,0.17043478260869566,5600.0
MG ZS toute option,55000.0,MG,SUV,Petrol,7.0,Manual,95000.0,2019,2024-02-23,5,0.5789473684210527,7857.142857142857
BMW X5 toute option KIT M,295000.0,BMW,SUV,Diesel,14.0,Automatic,104000.0,2020,2024-02-23,4,2.8365384615384617,21071.428571428572
Ford Puma Hybrid,95000.0,Ford,Other,Hybrid Petrol,6.0,Manual,10000.0,2020,2024-02-23,4,9.5,15833.333333333334
Ford Puma toute option,118000.0,Ford,SUV,Hybrid Petrol,8.0,Automatic,11000.0,2022,2024-02-23,2,10.727272727272727,14750.0
BMW Série 4 Gran Coupé luxury,112000.0,BMW,Coupe,Petrol,7.0,Automatic,100000.0,2016,2024-02-23,8,1.12,16000.0
Nissan Qashqai TEKNA PLUS,82000.0,Nissan,SUV,Petrol,6.0,Automatic,63000.0,2018,2024-02-23,6,1.3015873015873016,13666.666666666666
Jeep Wrangler toute option,108000.0,Jeep,SUV,Petrol,14.0,Automatic,189000.0,2009,2024-02-23,15,0.5714285714285714,7714.285714285715
Fiat 500X toute option,69000.0,Fiat,SUV,Petrol,7.0,Automatic,87000.0,2018,2024-02-23,6,0.7931034482758621,9857.142857142857
Volkswagen Golf 8 GTI,238000.0,Volkswagen,Other,Petrol,19.0,Automatic,31000.0,2021,2024-02-23,3,7.67741935483871,12526.315789473685
Haval Jolion,89500.0,Haval,SUV,Petrol,9.0,Automatic,25000.0,2021,2024-02-26,3,3.58,9944.444444444445
Honda City,57000.0,Honda,Sedan,Petrol,7.0,Automatic,53000.0,2020,2024-02-26,4,1.0754716981132075,8142.857142857143
KIA Sportage,145000.0,KIA,SUV,Petrol,8.0,Automatic,23000.0,2022,2024-02-26,2,6.304347826086956,18125.0
Mercedes-Benz GLA Pack AMG,113000.0,Mercedes,SUV,Petrol,8.0,Automatic,74000.0,2016,2024-02-26,8,1.527027027027027,14125.0
Seat Ateca xperience,112000.0,Seat,SUV,Petrol,8.0,Automatic,60000.0,2022,2024-02-26,2,1.8666666666666667,14000.0
KIA Sportage,90000.0,KIA,SUV,Petrol,8.0,Automatic,95000.0,2019,2024-02-26,5,0.9473684210526315,11250.0
Nissan Qashqai,43000.0,Nissan,SUV,Petrol,9.0,Automatic,148000.0,2011,2024-02-26,13,0.2905405405405405,4777.777777777777
BMW Série 5 520i Facelift,89000.0,BMW,Sedan,Petrol,11.0,Automatic,220000.0,2016,2024-02-26,8,0.40454545454545454,8090.909090909091
Volkswagen T-roc,85000.0,Volkswagen,SUV,Petrol,6.0,Automatic,87000.0,2020,2024-02-26,4,0.9770114942528736,14166.666666666666
Seat Ibiza FR 1.6,67000.0,Seat,SUV,Petrol,6.0,Manual,50000.0,2020,2024-02-26,4,1.34,11166.666666666666
Honda City,35000.0,Honda,Sedan,Petrol,7.0,Manual,146000.0,2017,2024-02-26,7,0.23972602739726026,5000.0
Audi A5 Sportback 2.0,43500.0,Audi,Sedan,Petrol,10.0,Automatic,200000.0,201,2024-02-26,1823,0.2175,4350.0
DFSK Glory 580,80000.0,DFSK,SUV,Petrol,8.0,Manual,59000.0,2022,2024-02-26,2,1.3559322033898304,10000.0
Infiniti FX,52000.0,Infiniti,SUV,Petrol,20.0,Automatic,190000.0,2008,2024-02-26,16,0.2736842105263158,2600.0
Ford Focus sedan,24900.0,Ford,Sedan,Petrol,6.0,Manual,431000.0,201,2024-02-26,1823,0.05777262180974478,4150.0
BMW X5,69500.0,BMW,SUV,Petrol,19.0,Automatic,189000.0,201,2024-02-26,1823,0.36772486772486773,3657.8947368421054
BMW Série 4 Gran Coupé,100000.0,BMW,Sedan,Petrol,7.0,Automatic,94000.0,2017,2024-02-26,7,1.0638297872340425,14285.714285714286
Dongfeng SX3,64500.0,Dongfeng,SUV,Petrol,8.0,Manual,81000.0,2021,2024-02-26,3,0.7962962962962963,8062.5
Porsche Cayenne,72000.0,Porsche,SUV,Petrol,21.0,Automatic,203000.0,2008,2024-02-26,16,0.35467980295566504,3428.5714285714284
Peugeot Landtrek Double Cabine,91500.0,Peugeot,Pickup,Diesel,6.0,Manual,26000.0,2022,2024-02-26,2,3.519230769230769,15250.0
BMW Série 5,260000.0,BMW,Sedan,Diesel,10.0,Automatic,33000.0,2022,2024-02-26,2,7.878787878787879,26000.0
Citroën Jumper,67000.0,Citroën,Pickup,Diesel,9.0,Manual,183000.0,2019,2024-02-26,5,0.366120218579235,7444.444444444444
KIA Sorento,60000.0,KIA,SUV,Diesel,12.0,Automatic,210000.0,2012,2024-02-26,12,0.2857142857142857,5000.0
KIA Sportage,79000.0,KIA,SUV,Petrol,8.0,Automatic,176000.0,2016,2024-02-26,8,0.44886363636363635,9875.0
Haval H6,78000.0,Haval,SUV,Petrol,9.0,Automatic,130000.0,2019,2024-02-26,5,0.6,8666.666666666666
Mitsubishi ASX,100000.0,Mitsubishi,City,Petrol,9.0,Automatic,61000.0,2020,2024-02-26,4,1.639344262295082,11111.111111111111
BMW Série 3,67900.0,BMW,Sedan,Petrol,7.0,Manual,166000.0,2015,2024-02-26,9,0.4090361445783133,9700.0
BMW Série 4 Coupé,109500.0,BMW,Sedan,Petrol,7.0,Automatic,109000.0,2019,2024-02-26,5,1.0045871559633028,15642.857142857143
Mini 3 portes,46500.0,Mini,City,Petrol,4.0,Manual,144000.0,2015,2024-02-26,9,0.3229166666666667,11625.0
Seat Leon,54000.0,Seat,City,Petrol,6.0,Automatic,121000.0,2014,2024-02-26,10,0.4462809917355372,9000.0
Citroën C5,26500.0,Citroën,Sedan,Petrol,9.0,Manual,260000.0,2011,2024-02-26,13,0.10192307692307692,2944.4444444444443
MG ZS,72000.0,MG,SUV,Petrol,7.0,Automatic,79000.0,2020,2024-02-26,4,0.9113924050632911,10285.714285714286
Nissan Micra,29900.0,Nissan,City,Petrol,5.0,Manual,37000.0,2014,2024-02-26,10,0.8081081081081081,5980.0
BMW Série 1,32900.0,BMW,City,Petrol,7.0,Manual,179000.0,2008,2024-02-26,16,0.18379888268156425,4700.0
Opel Corsa,29000.0,Opel,City,Petrol,5.0,Manual,70000.0,201,2024-02-26,1823,0.4142857142857143,5800.0
Volkswagen Golf 7,52000.0,Volkswagen,City,Diesel,5.0,Manual,170000.0,2013,2024-02-26,11,0.3058823529411765,10400.0
Mercedes-Benz CLA,93000.0,Mercedes,Coupe,Petrol,7.0,Automatic,102000.0,2016,2024-02-26,8,0.9117647058823529,13285.714285714286
Nissan Qashqai,56000.0,Nissan,SUV,Petrol,6.0,Manual,143000.0,2014,2024-02-26,10,0.3916083916083916,9333.333333333334
KIA Rio 5p,61000.0,KIA,City,Petrol,5.0,Manual,30000.0,2021,2024-02-26,3,2.033333333333333,12200.0
KIA Rio 5p,67900.0,KIA,City,Petrol,5.0,Manual,33000.0,2021,2024-02-26,3,2.0575757575757576,13580.0
KIA Sportage,115000.0,KIA,SUV,Diesel,10.0,Automatic,126000.0,2018,2024-02-26,6,0.9126984126984127,11500.0
Haval H6,79000.0,Haval,SUV,Petrol,9.0,Automatic,106000.0,2019,2024-02-26,5,0.7452830188679245,8777.777777777777
BMW Série 5,60000.0,BMW,Other,Diesel,12.0,Automatic,193000.0,2008,2024-02-26,16,0.31088082901554404,5000.0
Cupra Formentor,190000.0,Cupra,SUV,Petrol,11.0,Automatic,101000.0,2023,2024-02-26,1,1.881188118811881,17272.727272727272
Volvo S60 R Design,46000.0,Volvo,Sedan,Petrol,9.0,Automatic,170000.0,2012,2024-02-26,12,0.27058823529411763,5111.111111111111
Citroën C4,39000.0,Citroën,City,Petrol,6.0,Manual,126000.0,2018,2024-02-26,6,0.30952380952380953,6500.0
Fiat 500 Version Canadienne 1.4,37500.0,Fiat,Coupe,Petrol,6.0,Automatic,132000.0,2013,2024-02-26,11,0.2840909090909091,6250.0
BMW Série 1,62000.0,BMW,City,Petrol,5.0,Manual,158000.0,2017,2024-02-26,7,0.3924050632911392,12400.0
Mahindra KUV 100 K8,33500.0,Mahindra,SUV,Petrol,5.0,Manual,89000.0,2020,2024-02-26,4,0.37640449438202245,6700.0
Fiat Fiorino,39500.0,Fiat,Minivan,Diesel,5.0,Manual,58000.0,2020,2024-02-26,4,0.6810344827586207,7900.0
Hyundai Grand i10 Sedan Premiere main,52000.0,Hyundai,Sedan,Petrol,5.0,Manual,28000.0,2023,2024-02-26,1,1.8571428571428572,10400.0
Honda Brio Premiere main,33500.0,Honda,City,Petrol,5.0,Manual,62000.0,2018,2024-02-26,6,0.5403225806451613,6700.0
Volkswagen Polo TDI importée,58500.0,Volkswagen,City,Diesel,5.0,Manual,112000.0,2020,2024-02-26,4,0.5223214285714286,11700.0
Mercedes-Benz Classe E,64500.0,Mercedes,Sedan,Diesel,9.0,Automatic,233000.0,2009,2024-02-26,15,0.27682403433476394,7166.666666666667
Jaguar XF,185000.0,Jaguar,Sedan,Petrol,16.0,Automatic,38000.0,2018,2024-02-26,6,4.868421052631579,11562.5
BMW Série 4 Gran Coupé,139500.0,BMW,Sedan,Petrol,7.0,Automatic,46000.0,2021,2024-02-26,3,3.032608695652174,19928.571428571428
Citroën DS4,39500.0,Citroën,City,Petrol,9.0,Automatic,139000.0,2013,2024-02-26,11,0.2841726618705036,4388.888888888889
BMW Série 3,74000.0,BMW,Sedan,Petrol,7.0,Automatic,201000.0,2014,2024-02-26,10,0.3681592039800995,10571.42857142857
Citroën C4,32000.0,Citroën,City,Petrol,6.0,Manual,194000.0,2012,2024-02-26,12,0.16494845360824742,5333.333333333333
KIA Sportage,53900.0,KIA,SUV,Petrol,11.0,Automatic,175000.0,2014,2024-02-26,10,0.308,4900.0
Mazda CX-9,135000.0,Mazda,SUV,Petrol,15.0,Automatic,63000.0,2017,2024-02-26,7,2.142857142857143,9000.0
